,text,class
1099,we are all alik howev we are treat differ for polit reason the dem have to have victim so they can get more voter it start with black next to woman group and then to hispan who is next muslim,1
1100,what incom diver do you mean high school grad do not have ani incom oh you mean the incom of the parent if such exist in other word you intend to reward unproduct or irrespon parent and penal good parent that is the inevit result of equaloutcom social it destroy a meritocraci,0
1101,if the govern subsid anyth you re guarant to see more of it,0
1102,it also creat anoth problem if when implement unless they includ low and i mean veri low sat or act score then the color diver will disappear thus aclu etc will file lawsuit that not enough of this color or that color are repr,0
1103,the socialist want to increa incom diver polit speak for steal from white and give to nonwhit i have a better idea all white boycott the school who feel they have to discrimin against white see how long all minor school stay in busi,1
1104,just anoth case of the suprem court ignor the constitut what a disgrac group of knucklehead,0
1105,if the colleg grade system were not bias in favor of the underrepr this whole think might work unfortun have made the commit to diver professor allow their bias to affect the grade of work that is evalu subject it is a disserv to the taxpay pay the freight and the student who wrong believ they have earn their grade,0
1106,watch colleg student be interview on the street and ask simpl common knowledg question higher educ is a cruelti joke,0
1107,it also lower the standard for achiev,0
1108,all colleg professor be paid dollar a week and then they are still overpaid,0
