tweet,is_offensive
"@robilesnik @frelih_igor @R10Vojko @slavc7 @pjur11 @FrenkMate @krajnc_martin @zaslovenijo2 @JanezMeznarec @zeljko_novak @EnVaitapu @peterjancic @zaspanko @caplcapinski Hvala za vabilo, vendar na pir z levičarji ne hodim. Razlogov je več, med drugim tudi varnostni. Dokler se ubjanša osebki prosto sprehajajo okoli.",žalitev
"@JozeJerovsek @AnzeLog Ne še. Najprej morate dokazati, da na čelu vlade v vladi ni kar sam PV.  Dokaza, da vlade v vladi ne vodi ni nihče iz @StrankaSMC, @NSI ali @stranka_DeSUS vam ni treba predložiti. Danes sem velikodušen.",žalitev
"@AngelcaSonja @BineTraven @ZenskiforumSD @strankaSD @Mladiforum In to stranka, ki na veliko zagovarja gender teorijo!🧐",žalitev
"@ProfAljosa Ce bi se na proper nacin dal tut denar, bi blo teh pomislekov precej manj. Sej je res vse skup dost slampast.",žalitev
Kaj mi pomeni praznik OF? Spomin na žrtve iz 720 množičnih morišč po Sloveniji. https://t.co/P28PLjOMNo,žalitev
"No vidite, to je #SDS. Stranka, ki ima vedno polna usta protirežimske retorike, še nikoli pa ni storila ničesar, da bi ga dejansko ogrozila. SDS je etablirana stranka, ki sodi v tukajšnji politični sistem. JJ krilo partije. https://t.co/2pKwGVgUGm",žalitev
"Ste zamudili našo spletno razpravo 👨‍💻👩‍💻 o evropski🇪🇺 pomoči regijam, prizadetim zaradi #covid19? 
Nič hudega, še vedno si jo lahko ogledate v videu 🎥 na našem FB profilu ➡️ https://t.co/Hh8ZVwuwu1
Hvala🙏 vsem sodelujočim: @Franc_Bogovic, @MonikaKirbiRojs in @ZoranStancic https://t.co/6aflpvN8PN",ni sporni govor
@UrosEsih + velikokrat z energetsko sanacijo še poslabšajo potresno varnost saj obtežijo stavbe brez kakih ojačitev?,ni sporni govor
"POZOR: vsi, ki se vračate v 🇸🇮 preko letališča München v Zagreb: od 28. 3. do 19. 4. povezava ukinjena. https://t.co/OWHdoFM4PG",ni sporni govor
"@piskotk @NIJZ_pr bi lahko predlagal ljudem, da si v korona časih pišejo preprost (tri ali štiri stavčni) dnevnik. V primeru pozitivnega testa oz. okužbe bi le-ta pozitivnim in epidemiologom olajšal delo pri lociranju kontaktov in potencialnih prenosov okužbe za nazaj...",ni sporni govor
"@KanglerFranc @BorutPahor @ZidanDejan @JJansaSDS @ZanMahnic @AlojzKovsca @kjaklic @bmz9453 @peterjancic @Odbor_2015 Tisti, ki tega ne razume. Očitno.",ni sporni govor
"@indijanec @strankaSD @tfajon Kaj bodo šli spet iz zelene v rdečo?🤔
Leteči potepuhi so peli:
Pr Republiški upravi čez rdečo peljeva,
policaj naju ustavi in me oklofuta.
»Nikoli u ta rdečo, boš s pendrekom dobil,
naredu boš nesrečo, če boš u ta rdečo ril.«",žalitev
"@tamara80s Ni. Pri meni je bilo cisto kul. Ampak tudi vsi vedo, da ce bi mi tako ""presenecenje"" pripravili, me ne vidijo na zuru, ker #fuckoff",nespodobni govor
"@MihaLjubljana Prvih 14 dni smo bili kar vsi bolj kot ne v skrbeh.
Tudi novinarji.",ni sporni govor
"@Plavalka @PKocbek @El_Messija @ZigaTurk Pač napačna faksa in takih je veliko, žal.",žalitev
"@si_supervizor @theevilevi @RomanJakic Moril je človek, ki je nosil rdečo zvezdo.",žalitev
"@frajgajst80 @Libertarec @u3krasne @ZigaTurk @milijonar Črni beli,... ne mene štet zravn, zame so vsi ljudje enaki. ;)",ni sporni govor
@mrevlje @NIJZ_pr @MinZdravje @sarecmarjan Ali so že zrihtal dodatne interventne linije?,ni sporni govor
"@RibaBrod @bglavasevic @pogledizstklma @krasnec Čuj jaz tvoje kirilice ne razumem, daj povej slovensko, če hočeš živet v Sloveniji, sicer pa lepo prosim idi raje med svoje brate.",žalitev
"@strankaSD @tfajon Spoštovana ga. @tfajon ta politika je popolnoma vredu za Slovenski narod poglejte si rezultate vaše politike? Zavožena država do konca, kaj ste v Bruslju naredili za Slovenijo v teh letih? Nič zagovarjali ste migrante namesto Slovenski narod. Kako vas ni sram sploh kaj reči....",žalitev
"In temu naj bi kar takole zlahka verjeli? In kaj bi se zgodilo, če bi denimo cela poslanska skupina SMC glasovala za Terška? Bi SMC Janša zabrisal iz koalicije? SDS stoji več kot dobro, SMC pa dvomim, da bi se po volitvah ponovno vrnila v DZ. Torej, komu kaj ustreza, kdo laže? https://t.co/p8BcspjgAo",žalitev
@Liberalec2 @indijanec ...težki časi prihajajo...tudi za medije prav gotovo...bodo tenko piskali...trenutno so razen pravosodja edini ki redno dobivajo mesečni davek (RTV Slo)...ma to ne bo trajalo dolgo...,žalitev
"Še enega slavljenca imamo danes med nekdanjimi košarkarji našega kluba! 🐉

Alen Omić, vse najboljše! 🎂 #ZmajevoSrce https://t.co/vufXCrzM8V",ni sporni govor
"@vinkovasle1 @mrevlje @mojcav1 Poglejte podatke o smrtnosti. Očitno virus najbolj cilja na ""latino"" svet,  Italija, Španija, , Francija, Anglija, Belgija, po poteh Rima. In naprej, ZDA, Brazilija. Drugje je nalezljivost visoka, ne pa tudi smrtnost. Genetsko se razlikujemo po celicah, receptorjih ACE2 v pljučih",ni sporni govor
"@KingKob53313520 @Leon48303573 Ne, zgleda ste vi. Samo vaša stran ga objavlja...",ni sporni govor
"@SiolNEWS SDS prijatelji pravijo, da ne bodo več plačevali RTV naročnine. JJ je  nastavil svoje ljudi, naročnine baje ne bo več. 🤣🤣🤣🤣🤣🤣",ni sporni govor
"Danes že celo jutro razmišljam, katero pozitivno misel naj vam napišem 🤔

Imejte radi sebe!
Ste si edina družba od rojstva do smrti, torej najpomembnejša oseba v življenju 👍
Zato se do sebe obnašate zrelo in odgovorno in se ne izpostavljajte!
#ostanitedoma

Zdrav dan vam želim https://t.co/fqcVaz4Mo4",ni sporni govor
@tretjeoko @ovtsa No dejma 37a člen recimo obdelat....kaj piše v členu in kaj poročajo novinarji...gledal sem rtv...nisem iskal druge sfere ampak sem poguglu 37a člen kjer jasno piše da gre vojska za določen čas na meje...zakaj pol strašenje ljudi z neumnostmi?,žalitev
"⚽️ Karmen Ulbin in Kaja Bratina na čelu U15 in U17 @ZNKRadomlje 🙂 #domžalecsi #nogomet

https://t.co/1cozswocrN",ni sporni govor
"Kako je notranji upor v NPU uničil vladavino Črnčeca, ki je popolnoma prebledel ob razkritih prisluhih o njegovih lobističnih akcijah v Mercatorju https://t.co/km4rNWZtBD via @Nova24TV",žalitev
"@theevilevi @SlovenijaVsrcu @starihalj @Matej_Klaric @sarecmarjan @StrankaSMC No, lepo, da si se pogledal v ogledalo. Je bil že čas.",žalitev
"Kaj nas zgodovina nauči?
Da mora trop za dolgo vladanje biti neusmiljen, krvoločen in zahrbten. Čim se pri eni zveri pojavi kanček humanosti in morale jo njen trop podvijanih žvali požre. https://t.co/HZqYp07GZa",žalitev
"@AlojzKovsca @MitjaIrsic @stelingcnc Za “z” namesto “s” se moram res opravičiti (mea maxima culpa🤦🏻‍♂️), tisto “proti” pa ni zares nujno, ker borba s/z implicitno pomeni proti (iz konteksta razvidno). Malo pivo si pa zaslužil.😉",ni sporni govor
"Na podlagi sinočnje oddaje @TarcaRTVSLO je policija začela predkazenski postopek, v katerem preiskuje morebitna kazniva dejanja v zvezi z nabavo mask in druge zaščitne opreme. Prav zdaj kriminalisti iz NPU opravljajo pogovore v našem informativnem programu. #koronavirus",ni sporni govor
"A veste, ko smo se pred 30 leti smejali Top listi nadrealistov. 

Bong

https://t.co/rZAbjf82iY",ni sporni govor
@AlesKogoj @mastenMMC Zato se je večino stvari zgradilo v sedemdesetih letih...kaki bedaki...vse stolpnice so zidali s sladkorno peno takrat 🙄🤣🤣🤣 https://t.co/WT2olrfyqV,ni sporni govor
"@AlanOrlic Komunizem in komunisti nimajo nobene povezave z vojno ob razpadu države? Saj so komunisti vodili skupno državo. O sodelovanju s tistimi, ki so posredno/neposredno sodelovali pa še malo povprašajte Fajonovo.",žalitev
"@vecer @MatejTonin @UrosEsih kaj bo pa vojska s prestižnim falconom katerega smo preplačali in je kratko malo neuporaben in zdaleč predrag. V današnjih časih je potrebno biti racionalen ne pa razsipen z ""našim"" denarjem. Za tistih par vojakov ne potrebujemo novega letala, če logistika znotraj NATA deluje.",žalitev
"@simona74706278 Nisi edina. Mi smo našega soseda poimenovali za Bedanca, ker je ves zaraščen in čemeren.😇",ni sporni govor
"@1111truth777 @prgadp Moj oče je bil železničar in je po vojni izjavil, da že na kilometer vidi razliko med A in YU vagonom. Vsi smo plačevali njegove bogate železničarske izkušnje.",ni sporni govor
"Meni je popolnoma vseeno, ali bo tole skrpucalo od Janše 3.0 izvoljeno ali ne.",žalitev
"@IvanSimi3 Gospod Ivan Simic, saj se salite, kajne? Vlada je ustanovila Krizni stab, ga objavila v Uradnem listu, ob tem zamenjala pol drzave, “nadoknadila izgubljen cas” v boju s Covid-19, . . . Vse v enem dnevu. Ze 3 dni pa ne zna pojasniti zakonske podlage. V enem tvitu. #podn",žalitev
"Ni mi več prijetno živeti v tej državi.

Ne smeš na kolo, ne smeš v Špar, ne smeš v Hišo Franko. Policijo terorizirajo tolpe. Ne smeš napisati pr. n. št., otroci ne smejo risati grdih politikov...

Ne počutim se varno in ne vem, kam to pelje. Vem pa, da ni prav, da je tako...",žalitev
".@JJansaSDS: Ob začetku epidemije smo bili priča napakam svetovnih institucij, ki bi takšne situacije morale preprečevati. #Koronavirus še ni konec, a poskušamo popravljati posledice. Dokler nimamo cepiva, bomo delno normalizacijo lahko dosegli le z aplikacijo za sledenje okužb. https://t.co/tijM7XMmRM",ni sporni govor
"@IgorPribac @DarinkaVrabi Vsak ki zagovarja komunizem, je stalinov somišljenik. Seveda je somišljenik tudi Madura in Kima. Sami dobrosrčni strički, tako kot Kardelj in Kidrič.",žalitev
"Banko v Cankovi je včeraj oropal policist, ujel ga je Rom https://t.co/dqBI0Rkee1",ni sporni govor
volilna baza upokojencev je ogromna in vsi ti predvolilni cukrčki so poceni demagogija,žalitev
"@KatkinDnevnik @MarcEugen ...zdaj pa resno...(ven še dsnes mečejo).... vedno omenim  tebe.....NOBENEMU majstru ni znano 'zakaj ti'....tudi sodelavke pravijo, da si bila ena najboljših....",ni sporni govor
"@nastja_skopac Že sedaj obstaja kaznivo dejanje povzročitve splošne nevarnosti!

Bong",ni sporni govor
"@KragelMarjan @MATJAUEK @strankalevica @andrejLac @vladaRS Slovenci smo odgovorni in upoštevamo  @vladaRS ! Vsi,ki ne spoštujejo ukrepov @vladaRS pač hodijo okoli in se požvižgajo na ukrepe. #protidržavnielement Slovenci imamo svojo državo radi! Izdajalci pač ne in jo ne upoštevajo ne njenih direktiv in ne prepovedi. #jebivetri",žalitev
"@RomanaTomc @JJansaSDS @vladaRS Dva nasprotna pristopa

Podrejeni / Nadrejeni

Enakopravnosti ( iz socializma ) celo v SFRJ ni bilo mogoče vsiljevati drugače mislečim.

in 
POLNO PRAVNI  
V polno pravnem sistemu ima vsak posameznik svobodo..",ni sporni govor
"@MaksutiAlem Prosim,ce nehate trosit neumnosti. Takih analitikov kot ste vi je pod vsakim mostom dovolj.",žalitev
"@PLP65950511 Ni samo pri njih tako... Pri vseh odvetnikih! Pri tem jih ščiti tudi odvetniška zbornica. Sam doživel, da so zavrnili pritožbo, ker odvetnik ni izdal računa (za nekaj več kot 2K evrov). Očitno za njih ne veljajo predpisi.",žalitev
"@Stanisl15592752 @SuzanaP24ur Rojen na prelepi Stajerski zemlji, drzavljan Nemcije, vecni kritik globalizacije, EU, politicnega Islama, kakor tudi leve izdajalske politicne opcije, fašist definitivno, fuj ...",žalitev
"@SpletnaMladina Najbolj žalostno je to, da mu njegovi volilci bodo, oziroma mu že verjamejo, da je njegova beseda edina zveličavna. 
Žal;",žalitev
"@MatjaNemec Kokiko petkov ste se slikali po Ljubljani? 
Ste imeli maske?
Ste imeli razmik?
Ste opozarjali, ljudi? 
Koliko vaših članov je nasprotovalo širjenju??",žalitev
"@TankoJoze Cimprej, tem bolje..dosti ste lomastili po demokraciji in drzavi..",žalitev
"@freewiseguy @MarjanDvor @petra_jansa @SpletnaMladina @policija_si Boste imeli ja ......... boste tekmovali, kdo bolj svinjsko kašlja in trosi viruse.",žalitev
"@strankaSD @tfajon Državljani ne nasedat na lepe besede, potapljajo se. Vprašajmo  kaj so delali do sedaj,zakaj niso poskrbeli za to že kar prej? Zato ker jim je malo mar za narod borijo se le zase in peščico svojih. Bila je novinarka 10 let, poslanka EU, kaj je naredila za nas? Le zase veliko...",žalitev
Yay! Krissy Loves Me And Wont Leave Me....in Twttr Terms That Is ;-) and Yes We Will Have Margaritas On The 3rd....& Ill Take That With A Rim Of Salt Crystl,žalitev
"@miss0MFGspot fauš si jim priznaj .. potem pa dajo denarnico v zadnji žep, kjer imajo kavbojke že bel rob tam kjer je denarnica",žalitev
"Ampak res ne morem razumet V @strankaSD so uničili prejšnjo državo, da je dobesedno bankrotirala, ljudje pa so v vrstah stali za kruh. Prav tako so skoraj že uničili Slovenijo, pa še kar in to vedno znova pametujejo, kaj bodo naredili in kako so vse drugi krivi.",žalitev
Zakaj se novi koronavirus širi tako hitro: https://t.co/EacqFeSNRf https://t.co/ajxI7wEOHw,ni sporni govor
"@freewiseguy _Kdorikoli_ misli, da je Zmago Jelinčič na njegovi strani, se prej ali slej moti. #SmerVetra",žalitev
"@Liberalec2 @vinkovasle1 @CinkZn30 @policija_si Glede na bodočo izobrazbo sta smeri samo dve: javna uprava (dejansko nepotreben kader) ali zavod za zaposlovanje. In seveda tretja, npr. Nemčija za čistilko ali sobarico...",žalitev
BIATLON: Emilien Jacquelin najhitrejši na zasledovalni preizkušnji na SP https://t.co/KlDADEswbZ,ni sporni govor
"@cesenj @spagetyuse Tisti najnaprednješi zagovarjajo tezo, da se tudi v morju lahko potapljajo brez maske.",žalitev
"Danes je dobila pošto za kliniko, klicala zavarovalnico. Odobreno, ji potrdili. Zvoni: Vidiš, uredila sem, nisi ti. OK, mama. 
Kličem, reče: Kaj hočeš?
Nič, samo tako izžeto se počutim.  Odvržena kot cunja, ko jo uporabiš.
Občutek, ki se mi je zažrl v teh 55 letih v zadnjo poro.",ni sporni govor
"@JureBregar @Matej_Klaric @mrevlje @BojankaStern Jaz ti pa poskušam povedat, da morajo zdravniki uporabljati priučeno znanje in zdravo pamet!",žalitev
"@BojankaStern Objava malo po 11- ti uri. @nijz kasneje, okoli 12h ali še kasneje, sploh prikaz po občinah itn.",ni sporni govor
@HribovsekIztok @IvanSimi3 @strankaSD Odgovor še za vas. Da v prihodnje ne boste podobnih nalkladali. https://t.co/ZuqhP6EZ1g,žalitev
"Nekaj mi pa ni jasno. Kako to, da je Lahovnikov Matej izpadel iz vseh kadrovskih načrtov? Pa tolk ve....",žalitev
"Samo še proteste v podporo rabimo, pa smo kot v Srbiji. 😂 https://t.co/OyL7LyE5bR",žalitev
"Boj za, režiserja Siniše Gačića, nagrajen z Vesno za najboljši film na @fsf_portoroz in s Štigličevim pogledom za režijo @Directors_SI, si lahko do 20.05. ogledate na: https://t.co/hcVIcZcrAF #slovenskifilm #KulturaJeZakon https://t.co/5UAuRndhQV",ni sporni govor
"Ja, taka je vražja podkev globalizma, ima levi in desni rog in isto sponzorsko omrežje velekapitala. https://t.co/dx4H8f9rVP",žalitev
"Joga tajm! Današnja joga iz serije #jogaquickie je namenjena tvojemu trupu. Lahko jo izvajaš na stolu za pisalno mizo ali na tleh.

Nič zaletavo, pozorno in prijazno za nekaj trenutkov k sebi. 

Bodi dobro in ne pozabi dihat ;)

https://t.co/TvTPSXVLPN",ni sporni govor
"@D_Jasmina Ti ni nikoli padlo na pamet, da bi presegla polarizacijo med teboj in glutenom?",žalitev
"@tamaravonta @aleksandertusek @spelakozar No, potem zupan ne bi napisal tistega sporocila ... bi skomuniciral drugace. Res tezko razumeti, da bi se ista zgodba ponovila kjerkoli drugje, ce bi ravnali na tak nacin  npr. v Brezicah, Krskem, Mariboru, Novi Gorici?",ni sporni govor
"@vlah58 ... ali če se ni zavedal, da lahko stori dejanje, pa bi se bil po okoliščinah in po svojih osebnih lastnostih tega moral in mogel zavedati (nezavestna malomarnost).
(3/3)",žalitev
"@_MegWhite_ Hudo, se mi je zdelo, da mora biti hiter, kar je v tem primeru prednost. 😘",ni sporni govor
"@Jure_Bajic Meni so se prilagodili že pred leti, ko so nam prinesli polovične kremšnite.
Take, prerežeš na pol in sta dve! 
In ko sem si dovolil to (v hecu, brez teženja) še komentirat, me je natakar napizdil.
Hvala. Ne rabim več.",nespodobni govor
"Mediji in socialna omrežja so polna člankov in diskusije o partizanih, domobrancih, fašistih in nacistih. Volitve bodo!",ni sporni govor
"Pahor in Milanović za reševanje odprtih vprašanj med državama
https://t.co/wnt4IrkFT5 https://t.co/f15GKeWb1Q",ni sporni govor
"@paradaplesa @RomanVodeb @SpletnaMladina Marsikdo pričakuje, vede ali nevede, da bo na psihiatriji sebe rešil. 🤔",žalitev
"@dusankocevar1 Se strinjam, da bi lahko. Spomin bi se ohranjal v družinah z žrtvami. Ostali bi pozabili.",ni sporni govor
"Bravo ""mehanik"" Davor, uživaj v državnem stanovanju ?

Vladni govorec Kacin za Večer razkril, kako je Črnčec Šarcu preprečeval sklic SNAV, ker bi tam sodelovala tudi opozicija – toda danes bi bilo manj mrtvih! https://t.co/XWA8qVjRss via @Nova24TV",žalitev
"@zaspanko @5RA_5RA_5RA @JernejPikalo @andrejhoivik Ker nadaljuje debato s tabo, očitno v njenih očeh nisi idiot. QED.",žalitev
"A si predstavljamo, da bi kdo (kdor koli) 2 meseca nazaj kupil Adrio. #grounded #rip",ni sporni govor
"Ali 🇸🇮 strokovnjaki še danes trdijo, da je najpomembnejši samozaščitni ukrep proti koronavirusu pranje rok in približno 1,5 metra razdalje? O. K., seveda jim verjamemo, tako kot Bruslju, ki v 🇪🇺 tako učinkovito skrbi za naše zdravje, človekovo pravico. 👇 https://t.co/68OK937uo3",žalitev
"@BesniUpokojenec @marinmedak @DellaSpina_si Cel čas podpiram tole vlado. Da pa PV retvita poziv nekoga k bojkotu firme, katere lastnik se ne strinja s politiko vlade, je pa pod vsakim nivojem.
Podjetje je pravna oseba, ki je po zakonu ločena od fizične osebe - lastnika.
Če se PV tega ne zaveda, je to zelo žalostno.",žalitev
"@RobertSifrer ... in april je tukaj. Kar strah me je! Nekaj tisoč respiratorjev? Dovolj bi bilo 800!
Sicer pa ... zakaj režim ni postopoma kupil npr. 50/leto? Morda veš? https://t.co/ujTcx7rKSl",ni sporni govor
"@Marjan_Podobnik Ko piščanček Koko-bel, pametuje o ostankih boljševizma,...  https://t.co/Qt6LMwJVrJ https://t.co/hQIbTwmX6q",žalitev
Glavna pridobitev leve vlade bo v Sloveniji postala srbščina in skupne seje z vlado v Beogradu.,žalitev
"Pozdravljeni @FinancnaUPR . Poslal bi vam ZS, pa bi prosil za follow. Hvala.",ni sporni govor
"@crnkovic Bizarno, in ljudje s takim velikim upanjem to vprašajo, kot da res verjamejo, da zato, ker oni nikogar ne poznajo, splon nihče ni zbolel.",žalitev
"@Dnevnik_si Enkrat za vedno je potrebno to komunisticno-gestapo novinarstvo postaviti pred dejstvo, da si jih ne želimo in tudi nočemo...Čas je, da pakirate...",žalitev
