tweet,is_offensive,sporni_govor
"Sem mislila, da si bom zdaj v času karantene kakšno oblekico zašila, da bom lepa za poleti...no, zdaj pa maske šivam. 💪",ni sporni govor,0
"Dobro jutro, danes bo delno jasno z občasno povečano oblačnostjo, pihal bo jugozahodnik. Jutri bo nekoliko bolj oblačno in vetrovno. https://t.co/ktovByixVl",ni sporni govor,0
"📄// SUPER UGODNO - DOPISNI PAPIR // 📄
• 210 x 297 mm, A4
• 1-stranske, 4/0-barvno CMYK
• 90 g/m² Offset (primerno za printanje)

1000 kosov: 36,11 € + DDV 😍 😍 
➡️Nakup: https://t.co/uxYe7HvTC6⬅️
➡️ info: info@etiskarna.si, 031773150 ali ZS ⬅️ https://t.co/KL7sJ6NQJ4",ni sporni govor,0
Šarec ostro nad Janšo in pogovore SDS o prevzemu vlade https://t.co/mHI1NDy4Hi https://t.co/IMtW1yL5aB,ni sporni govor,0
@IsmeTsHorjuLa moja otroka sta se igrala v škatli od pralnega stroja. sta zrasla kar vredu. 😂,ni sporni govor,0
"@megafotr Wau. Kako pa je to narejeno? Nekako dvomim, da je pravi brokoli 🙃 Ali pač, v kakšnem akrilu fiksiran, tako kot počnejo z rezanim cvetjem?",ni sporni govor,0
"Kaj se ma ta lolek za oglašat?!?! Direktor madžarsko-slovenske TV...

Kam bo to še šlo? Bo res treba it v živo pred parlament povedat da je DOST? https://t.co/sIzsMdGEbl",žalitev,1
"@RobertHrovat @tfajon Prištej še 3-5 dnevnic tedensko, vsaka 300€. In 4k za pisarniške stroške.",žalitev,1
"@TankoJoze Jože, raj mi povej, ker hovdre se je spomnil v prestolnici, da so na južni meji vrata postavili, lokalci pa morajo vsakič klicat @policija_si.
Pošljite @aleshojs pogledat, kako bo to sploh (ne)funcioniralo.
Migranti ne vstopajo v 🇸🇮 kar po cesti!? 
#Corona #MigrantsOnTheRoad",žalitev,1
"Globoka država uničuje tudi Nemčijo! Kje so rumeni jopiči, da pomagajo ustaviti to nedemokratično brezbožno  levičarko Merklovo?! Skrajni čas, da pridejo napredne madžarske  ideje v te nerazvite konce in pokažejo, kaj pomeni biti EU! #sarkazem https://t.co/sTeHEAi89W",žalitev,1
"@borisvoncina Droge so dovoljene vse, ki se jih da spraviti v zaboj z bananami???",ni sporni govor,0
"@romunov @cashkee rdeče barve, zvezdaste oblike so samo in edino vagine lahko. 😀",nespodobni govor,1
"So aplikacije za sledenje upravičene - ali v jedru sploh rešujejo problem, lahko preprečijo tako imenovani drugi val okužb, s tem jih pogosto povezujejo zagovorniki; so (ne)sorazmerne, so učinkovite? Odpirajo vrata v družbo nadzora? https://t.co/H3fHzKmKnz",ni sporni govor,0
"Vlada nam je dala pravilno informacijo, da je virus le zgolj lažniva poteza in pretveza  janševe gnojnice in kamanpanje proti narodu, vsak dan zavajate ne vse mogoče načine, raje naredite deretizacijo podgan v mestnih kanalizacijah kot pa nad ljudmi.",žalitev,1
"@jolandab88 @BojankaStern Pojma nimam kašne so prodajali. Mislim, da si ljudje ne bodo znali interpretirat rezultatov in bodo še bolj panični. Je pa zagotovo korelacija med stopnjo dušenja in saturacijo kisika.",ni sporni govor,0
".@BrankoGrims1: Zahvaljujoč kombinaciji pravih ukrepov in izjemni disciplini državljanov je epidemija pri nas v večji meri že zaustavljena. Toda bolj kot bomo Slovenijo sproščali od znotraj, bolj je treba zaščititi naše meje, da se podobna situacija ne ponovi. #koronavirus https://t.co/0betiWfeem",ni sporni govor,0
"@PrimozP @karmennovak Da je prizadeven in delaven mogoče?
Pridnost asociira na ubogljivost, ki pa ni ravno osebnostna odlika imho.",žalitev,1
"@potepuski Na Švedskem celo policija ni mogla več prikrivati resnice in je priznala, da so ti mladi kriminalci v veliki večini iz no-go con.",ni sporni govor,0
"Za crknt #GlobalnaVas @toplovodar počasi bi blo spet kaj podobnega za nardit:) 
“V gostilni je treba dati za liter!” https://t.co/cCbBos0yzZ",ni sporni govor,0
"@ZigaTurk @TomazLisec @OranjeSwaeltjie @007_delic @BRajgelj @drVinkoGorenak G. Turk, torej diplomanti FDVja so konkurenčni le, če se včlanijo stranko SDS, vsi ostali so pa nekonkurenčni? Je to vaše sporočilo? Kaj pa diplomanti fakultete za Evropske vede? Kako konkurenčni so pa oni?",ni sporni govor,0
"@starihalj @BraneSimic 2. tir do Medvod, Domžal in Grosupljega? @slozeleznice @mzi_rs @vladaRS",ni sporni govor,0
"@pjur11 @sodnik @ZigaTurk A oblikovanje paravojske (s stališča  KJ), ki jo predvodi prepovedana stranka in ki si hkrati vzame pravico prepovedati vsakršno drugo delovanje izven svoje organizacije je pa po tvoje bilo legalno početje. Mal perverzno se zdi govort,da so revolucionarji samo delali po zakonu KJ",žalitev,1
"🔝V idealni postavi kroga #PLTS znova vratar Jalen Arko in Marten Wilmots!

#ČasZaTriglav #BordoBeli https://t.co/YpQnEu6Hnv",ni sporni govor,0
"@po_kaplan @darko_silc @ZigaTurk Točno tako. Kot pravi pregovor ""Kdor ne dela, naj ne je"". Zakaj bi morali vedno podpirati ene in iste lenuhe in delomrzneže. Če nočejo delati, tudi jedo naj ne. Če njim ni mar, zakaj bi moralo biti nam mar. Njim tudi ni mar, da moramo mi delati zanje.",žalitev,1
"@JobaBajo @JanjaSl je povedala na dan izvolitve @JJansaSDS, da je @StrankaSMC želela ohraniti levosredinsko koalicijo, če bi @sarecmarjan bil zamenjan. Z vstopom v novo koalicijo so pokazali, da so sposobni demokratičnega dialoga. Ob primerni komunikaciji imajo dobro pozicijo za v bodoče.",žalitev,1
"@SBobovnik @BorutRoncevic @JJansaSDS @FranciKek Prepričan sem, da je marsikateri (tudi ali predvsem levi) politik jedel, pil, spal, seksal, itd... na račun podjetij, ko je bilo npr. SCT.",žalitev,1
"@jocajerbic @JJansaSDS Zakaj bi pa dal? Za delo so plače. Kdor bo več delal, bo več imel.",ni sporni govor,0
"@MatjaNemec Pravilno. Bravo koalicija. Glede na to, da ste jih v opoziciji pripravili, so bi sklepi verjetno neuporabni, najverjetneje pa idiotski.",žalitev,1
"@BostjanJerko Če imaš pa zamik in gledaš nekaj, kar ti ni ravno odurno, bi se ti pa morda splačalo prvič gledati brez podnapisov in v drugo z njimi.",ni sporni govor,0
"@JJansaSDS sem spremljala prav  vse tiskovke in ljudje imamo spomin,da Pirnatova zagotovo NIMA ZAUPANJA JAVNOSTI.Zgolj nabijanje RTV -jevcev",žalitev,1
"@StrankaLMS @jozefhorvat @policija_si @sarecmarjan @24UR Gospod Šarec, zakaj ste obiskali Orbana?  In zakaj ste imeli skupne seje s srbsko vlado? Še pomnite, tovariši?",žalitev,1
"@Pertinacal @BojankaStern @FAKTOR Aljuš, z veliko večino tvojih izjav se strinjam. Po lastni izkušnji vem tudi, da je pravi način aktivno komuniciranje oblasti z mediji. Mediji rabijo zgodbe. 4. veja oblasti je pomembnejša od vseh 3 formalnih. Toda vloge izvoljenih poslancev parlamenta si pač ne morejo uzurpirati",ni sporni govor,0
"Simona Škrabec piše o tem, kako doživljajo epidemijo koronavirusa v Barceloni. https://t.co/uPg7Urymdh",ni sporni govor,0
"Ni pouka? Tule je odlična zbirka poučnih in zanimivih oddaj! In na koncu super uganke! 
#priporočamo https://t.co/j8XcO3zQoZ",ni sporni govor,0
@ursahrovat Najboljše je video klic: naročniki preko tvojega video telefona izbirajo iz police - listka potem ne rabiš...,ni sporni govor,0
Vsa Italija je zaradi širjenja novega koronavirusa od danes v karanteni. O razmerah v naši sosedi dopisnik iz Rima @petrovec_rtv  #koronavirus #rtvslo https://t.co/AfgjKwRih7,ni sporni govor,0
"“ ... S številnimi slovesnostmi""? Omenjajo pa samo osrednjo državno proslavo in nedostojno komunistično orgijo. https://t.co/pZc5EALRR4",žalitev,1
"@5RA_5RA_5RA Osebno mislim, da je to samo provokacija. Več ko kašen krat so takšne ""scene"" vzete iz konteksta...popolnoma nekaj drugega.",ni sporni govor,0
@AlesKecman @mateja_po @zeljko_novak @strankalevica @LukaMesec @IgorZorcic @StrankaSMC No..zdaj pa pojdi pobirat ogorke po metelkovi 😉,žalitev,1
"@markovicnatassa Ni res, sem poslusal, Kurz je rekel, da do konca aprila ostane kot je, potem pa se bo ponovno odlocalo!",ni sporni govor,0
"Marko, naslednjič bomo povprašali tebe kako ravnati... Po kateri matematiki si pa prišel do rezultata, da je 34 od štiridesetih svetnikov enako polovica+1...? Daj to malo razloži, mi bo prišlo prav pri razporejanju proračuna... https://t.co/qBdjGJQolj",ni sporni govor,0
"Živela nekultura zamurcev!!!!
Dol s Trumpom!!!!
To vodi tudi RTVHanzi!!!! https://t.co/55evcMpPx8",žalitev,1
"@Hrastnikov @surfon Če bo tako, bo izigravanje sistema. Bo sigurno, kdo zadržal kakšna nakazila, da bo opravičen do plačila, medtem ko bo kdo dobil neko malo nakazilo in bo moral plačati. Pravilno bi bil odpis za vse.",ni sporni govor,0
"@Bojana61654450 Seveda da je, to da je nokavtiral samega sebe je moralo biti še tolikanj boleče... 🤔 😉 😄
#PeaceLjubavBok ✌️",ni sporni govor,0
"@vinkovasle1 @MilaKuki27 @strankalevica Ker bo ju3 v @StudioCity_ gneča, naj zasedejo studio @TarcaRTVSLO 
Gostujoči v bordelu pr' Štefančič jr:
1. Zakonca Janša-Hrvatin Bašić (se
    bosta oba slekla?😝)
2. Študentka Vene z 🌊🔫 
3. Cmeravi Janull jr., ki hoče
    poslanski sedež v @strankalevica https://t.co/khGJvWMfFI",žalitev,1
@lojzi1 @JKranjcan @Jo_AnnaOfArt A je zaigrala mečka kje pri njej in Franciju?,ni sporni govor,0
@tfajon @strankaSD @vladaRS Hočem točno takšno vlado kot jo imamo sedaj. Nehajte rušiti demokracije. Nismo 1945 leta.,ni sporni govor,0
"Eden izmed najboljših povzetkov o koroni in virusih nasploh. Kaj so virusu, njihovo razmnoževanje, o pljučnici, vloga mila, ... vse v parih minutah! https://t.co/SyXk8KORT4",ni sporni govor,0
"Nikar ne odmetavajte zaščitnih rokavic v naravo, saj s tem širite okužbo, svari dr. Janez Mulec z Inštituta za raziskovanje krasa @ZrcSazu v prispevku @RTV_Slovenija  (od 6'05'' naprej):

https://t.co/18DKqXLaqx",ni sporni govor,0
"Zgoraj - propaganda, financirana tudi z davkoplačevalskim denarjem prek oglaševalske kampanje @MO_RS

Spodaj - dejansko novinarsko poročanje

Zakaj davkoplačevalci plačujemo za financiranje propagande? Berite našo serijo https://t.co/oB7b7J1a0A https://t.co/x1jC4iW2vc",žalitev,1
"V Franciji se razmere glede koronavirusa poslabšujejo zelo hitro
https://t.co/xKEaXKDUWK https://t.co/XeA6CgpDxD",ni sporni govor,0
"@mrevlje tudi jaz pomislim, kako 10 let po II vojni SS-ovci zmerjajo bivše zapornike, da so fašisti in še ne vem kaj",ni sporni govor,0
Slovenske meje ne zapirajo povsem: na mejni črti šest kontrolnih točk https://t.co/gq4uFPUSaR https://t.co/tmYhVLGy20,ni sporni govor,0
"#VioletaTomič #Levica je danes dokazala, kako neokusno in skrajno pokvarjen je lahko nekdo ( Violeta), iz katerega preveva skrajno sovraštvo do ljudi, ki delajo za njeno plačo in do ljudi, ki imajo vizijo, znanje in si upajo prevzeti odgovornost.",žalitev,1
"Pohvala večini @policija_si na danasnjem protestu. @Sind_policistov 

Celo zahvalili so se za glasbo na ploščadi pred @cankarjevdom 

👍",ni sporni govor,0
"Drvi že nekaj časa v prazen bazen. Od nacionalnega hotelskega holdinga, do prečudovitih železniskih in avtobusnih postaj in povezav (vključno do Lj letališča in zaprtega MB), ki skupaj omogočajo strategijo petzvezdičnega butičnega turizma. Butična turistična taksa olupi letos nas https://t.co/G3XR331VsZ",ni sporni govor,0
"Zgaga dela zgago, pa po pomoti dobi nagrado. Jaz pa, ki res delam zgago in zmedo, pa tudi po pomoti nikoli ne dobim nagrade. Je pa res, da me za nagrado vsi črtijo.",žalitev,1
"(VIDEO) ""Mi je prav čudno, da nikoli ne poročate o zadovoljstvu v Desus-u"" - Aleksandra Pivec o tem, da mediji poročajo samo o nezadovoljstvu v Celjskem pokrajinskem odboru, ki naj bi po ljubljanskem izrekel nezaupnico predsednici stranke - https://t.co/4gzvHDF3YB https://t.co/V4BNXpurM7",ni sporni govor,0
"@fedjah @rose_roseae @mgaser @RauterZani @Chuppacadabra To da gre za respiratorje, za katere se vodi ""vojna"" med drzavami, in da prodajalci posavljajo pogoje, se verjetno strinjava. Da se je za potrditev narocila minister odlocil na podlagi garancije tudi? Da pri nekaterih ponudbah znanih (Petrle) potem ni prislo do realizacije tudi?",ni sporni govor,0
"‼️POMLADNI ODDIH NA OPATIJSKI RIVIERI‼️
2 noči z zajtrkom v Villi Eugenia 4* v Lovranu že za 53,5 eur/osebo - https://t.co/IbLaWSXqRR",ni sporni govor,0
"Menda nima kolesa, posodit ga pa tudi noben vrag noče. https://t.co/F9hlQpSXti",ni sporni govor,0
"@TamaraKrosl Kk si sploh drznejo pomislit, da bi se z rtv prispevkom financiralo propagandno trobilo nora24, direktno se delajo norca iz državljanov..",žalitev,1
"#Dražba: Stanovanje - Ulica Staneta Severja 11, Maribor &gt; https://t.co/lxPsEZY1db",ni sporni govor,0
"#F1 #f1si Helmut Marko o aferi ""Ferrari"": Ultimat se izteče danes - https://t.co/iJO9ibPd64",ni sporni govor,0
"@PlanetTV Tale fant v Otožnem valentinvem je pa Ryan Gosling, ne Reynolds. Torej agent K iz Iztrebljevalca 2049 in ne Deadpool. Sta pa oba čedna, to pa drži ;)",ni sporni govor,0
"Boštjan Koprivec: Stopil sem na klop, da bi videl, kako bo Jezus prikorakal iz zakristije... #radijskimisijon  https://t.co/ZKTIoG5vgM",ni sporni govor,0
@GregaJeLe @RomanVodeb @Pertinacal In kaksni so bil ti radikalni komentarji in provokacije?,ni sporni govor,0
@DKopse Tezko ce direktorica csd-ja kolegica Anje Prasicek 😉 ne ve kaj je njeno delo 😂😂😂,žalitev,1
@ZoranKofol Ma vsi LFC dresi ki krožijo po netu so bolj bruhanje verzija 🤦‍♂️,ni sporni govor,0
"Provokatorji iz leve ◀️: Ko so bili uvedeni  protikrizni ukrepi vam ni bilo všeč - tudi virusa za vas ni bilo le ""gripca"", sedaj ko jih ni več spet nezadovoljstvo. Sedaj se pa odločite ali Begunje al Polje ?",žalitev,1
"Ej @TelemachSi ..glede na to, da internet vsako popoldne steka k, da gledam oddajo na mikrovalovki ne na racunalniku..a bomo uporabniki dobil temu primeren racun?",ni sporni govor,0
@Medeja_7 @KatarinaUrankar Kolesarji in veslaci so bolni. Dajte jih testirat reveze.Ker zdravi ljudje smo se vedno doma in se ne izpostavljamo morebitni okuzbi.@marinmedak @Medeja_7,žalitev,1
"Dobro jutro in dober dan, Gorenjska. Novega snega danes menda ne bo, bodo pa ostale za ta čas izredno nizke temperature. Hja, narava nam v tej pomladi očitno res marsikaj sporoča ...
----------
Spodaj  #Gorenjska #posameznikraji #vreme https://t.co/puVBFKXVLY https://t.co/3gd96o4g9M",ni sporni govor,0
@Mirko_Mayer @StrankaSMC Ivan in Zdravko imata več skupnih točk kot se zdi na prvi pogled.,žalitev,1
"@Janez_Mezan @AleksandraUkmar Mediana pozna rezultate, le prikazuje jih drugače.",ni sporni govor,0
"Ameriški odvetniki pripravljajo tožbo zoper CCP kitajsko komunistično partijo zaradi posledic CCP Corona virusa v višini odškodnine 20 triljonov dolarjev,... Upam, da sledijo vse države
US Lawyer Files $20 Trillion Lawsuit Against China For Coronavirus  https://t.co/yZCM5dlHKD",ni sporni govor,0
"@freewiseguy @MarjanDvor @petra_jansa @SpletnaMladina @policija_si Boste imeli ja ......... boste tekmovali, kdo bolj svinjsko kašlja in trosi viruse.",žalitev,1
"@akashaanasha @illegall_blonde Ne vem, kaj ste hoteli s tem grafom povedati. Da nimam soavtorice iz Indonezije? :) To je zlahka preverljivo.",ni sporni govor,0
"@Moj_ca @IphigenieNoemi Mogoče so pa zdej kaj ustavili. Mestna knjižnica LJ vem, da lahko tudi preko maila, telefona... 🤷‍♀️",ni sporni govor,0
"@KatarinaDbr Smešn, ampak also iz Portugalske 🤣🤣🤣 pa o nekem truplu se gre ahahha",ni sporni govor,0
"@specificen Uspel jim je tudi ta 👇. Kdo bi si mislil, da se po 11 letih še vedno rad usedem v njega.😎
https://t.co/KRgfG461S4",ni sporni govor,0
@AlojzKovsca @luksuz @IgorZavrsnik A čmo še njihovo senco kaznovati? Za vsak slučaj?,žalitev,1
@alescasar @breki74 @monsieursvit Petkratnik lanskih smrtnih primerov? A kritično mišljenje je tudi že umrlo? Povezava do objave?,ni sporni govor,0
"@meteoriterain @vmatijevec Ravno zato, ker pravna drzava kolikor toliko deluje, se to ni zgodilo",ni sporni govor,0
"@SpletnaMladina Insinuacija! Povejte transparentno! , - da ste časopis Levice!. EU je  obsodila komunizem!
Preberite deklaracijo EU (SD in njeni člani v EU parlamentu se obračajo, in lobirajo levo),  EU POSLANCI SO obsodili  so komunizem in nacional socializmlem! (enojajčna dvojčka komunistov!)",žalitev,1
"V nebo nad parlamentom je na en mah poletela jata papirnatih letal. 
https://t.co/D4xiPrZXCh",ni sporni govor,0
@kosovabejba1 @JJoliJoli @C_Mirkic @NIJZ_pr @vladaRS @mrevlje @BojankaStern Povecini se res trudijo in so v tem trenutku dalec najbolj izpostavljeni. Obstajajo pa res arogantne izjeme s strani kupcev. Od zmerjanja do grozenj z inspekcijo itd..,ni sporni govor,0
"Nižanje cene! Stanovanjska hiša, Cven, Ljutomer. Izkl.cena:40.500€: https://t.co/8XcN6xssPs https://t.co/8ZpeWOZiQ6",ni sporni govor,0
"@NovakBozidar @KatarinaJenko @tokk93 Ja in? A živimo v Jugi? Jaz vem, da sem dosti prisebna, da se zavedam da smo v Slo, zate pa nisem čist zihr.",žalitev,1
"@BineTraven @SBobovnik @JJansaSDS Pravzaprav inamo veliko česar pod Šarcem nismo imeli.
Sovraštvo, strah, žalitve, ograje,...",žalitev,1
"@janezbegood @strankalevica @LukaMesec Kaj je tukaj pametnega? Podjetje lahko obdrži vse zaposlene, ampak če po koncu ukrepov ne bo imelo za plače, kaj nuca zaposlitev?
Ni bolje, da jih 50% obdrži službo, kot pa stečaj?
Od kje vam ta vaša ekonomika?",ni sporni govor,0
"@strahan_tone @DoriSkerbat @bojansimm @JakaDolinar2 @jolandab88 @JJansaSDS Oglasi se redko, a dobro. Dori je sicer punca.",ni sporni govor,0
"@BrankoGrims1 Na internetu tudi priporočajo združevanje vseh umsko prikrajšanih posameznikov v društvo s ciljem povezovanja kognitivnih resoursov. Branko, bi prevzeli vodenje takega društva? Volitve niso potrebne, ste idealni kandidat.",žalitev,1
"@BizjakSelma Za zdaj jim je smešno....znani epidemiolog je rekel.
“Prepare for the worst, expect the best.""",ni sporni govor,0
"@Moj_ca @Maxova68 0, pa tak fajn je bilo slike iz Španije gledat in potovat s tabo 😉🤭🥰",nespodobni govor,1
"@UrosUrbanija Lahko bi rekel tudi kaj kurtoaznega. Morda celo rahlo ironičnega, denimo ""Vesel dan upora vsem, ki ga praznujejo"". A potem bi imeli opraviti z drugo osebo. In tudi njegove izbire svetovalcev za odnose z javnostjo bi bili drugačne. Recimo kdo, ki o tem kaj ve.",ni sporni govor,0
"@BizjakSelma @MarjetaKuhar Kakšne preizkušnje ljudje doživljajo. Verjamem, da kjer ima Gospod osrednje mesto v družini, so težave mnogo lažje",ni sporni govor,0
"Leta 2019 sta v prometkah umrli 102 osebi. Opitost enkrat višja kot leta 2018. Torej imamo približno enkao mrtvih kot pri coronavirusu. Ali vlada kaj razmišlja o odvzemu vseh vozil, od skirojev dalje in prepovedi gibanja?",ni sporni govor,0
